userName,content,score,at,cleaning,case_folding,token,normalization,stopword,negation,stemming
Pengguna Google,Baru coba,3,2019-09-03 18:13:31,Baru coba,baru coba,"['baru', 'coba']","['baru', 'coba']",['coba'],['coba'],['coba']
Pengguna Google,Bagus,4,2019-09-01 17:16:32,Bagus,bagus,['bagus'],['bagus'],['bagus'],['bagus'],['bagus']
Pengguna Google,Bgus banget,5,2019-08-29 16:28:44,Bgus banget,bgus banget,"['bgus', 'banget']","['bagus', 'banget']","['bagus', 'banget']","['bagus', 'banget']","['bagus', 'banget']"
Pengguna Google,"Game nya seru, tapi aku ingin kalo pas ngobrol agar bisa di jeda dulu ngobrolnya jangan auto, biar bisa mikir dulu artinya",4,2019-08-29 04:41:44,Game nya seru tapi aku ingin kalo pas ngobrol agar bisa di jeda dulu ngobrolnya jangan auto biar bisa mikir dulu artinya,game nya seru tapi aku ingin kalo pas ngobrol agar bisa di jeda dulu ngobrolnya jangan auto biar bisa mikir dulu artinya,"['game', 'nya', 'seru', 'tapi', 'aku', 'ingin', 'kalo', 'pas', 'ngobrol', 'agar', 'bisa', 'di', 'jeda', 'dulu', 'ngobrolnya', 'jangan', 'auto', 'biar', 'bisa', 'mikir', 'dulu', 'artinya']","['game', 'ya', 'seru', 'tapi', 'aku', 'ingin', 'kalau', 'pas', 'mengobrol', 'agar', 'bisa', 'di', 'jeda', 'dulu', 'ngobrolnya', 'jangan', 'otomatis', 'biar', 'bisa', 'pikir', 'dulu', 'artinya']","['game', 'seru', 'pas', 'mengobrol', 'jeda', 'ngobrolnya', 'jangan', 'otomatis', 'biar', 'pikir']","['game', 'seru', 'pas', 'mengobrol', 'jeda', 'ngobrolnya', 'tidak_otomatis', 'biar', 'pikir']","['game', 'seru', 'pas', 'obrol', 'jeda', 'ngobrolnya', 'tidak otomatis', 'biar', 'pikir']"
Pengguna Google,😍,3,2019-08-28 02:19:55,,,[],[],[],[],[]
Pengguna Google,loVeee it much,4,2019-08-26 16:11:08,loVeee it much,loveee it much,"['loveee', 'it', 'much']","['cinta', 'itu', 'banyak']",['cinta'],['cinta'],['cinta']
Pengguna Google,Chapter 2 nya kapan nih?,4,2019-08-25 17:33:03,Chapter  nya kapan nih,chapter  nya kapan nih,"['chapter', 'nya', 'kapan', 'nih']","['chapter', 'ya', 'kapan', 'nih']","['chapter', 'nih']","['chapter', 'nih']","['chapter', 'nih']"
Pengguna Google,game seru bgt.. cuma untuk energy jya di percepat biar cepet selesaiin misinya dan main gamenya terus,5,2019-08-23 14:33:34,game seru bgt cuma untuk energy jya di percepat biar cepet selesaiin misinya dan main gamenya terus,game seru bgt cuma untuk energy jya di percepat biar cepet selesaiin misinya dan main gamenya terus,"['game', 'seru', 'bgt', 'cuma', 'untuk', 'energy', 'jya', 'di', 'percepat', 'biar', 'cepet', 'selesaiin', 'misinya', 'dan', 'main', 'gamenya', 'terus']","['game', 'seru', 'banget', 'cuma', 'untuk', 'energi', 'iya', 'di', 'percepat', 'biar', 'cepat', 'selesaikan', 'misinya', 'dan', 'main', 'gamenya', 'terus']","['game', 'seru', 'banget', 'energi', 'iya', 'percepat', 'biar', 'cepat', 'selesaikan', 'misinya', 'main', 'gamenya']","['game', 'seru', 'banget', 'energi', 'iya', 'percepat', 'biar', 'cepat', 'selesaikan', 'misinya', 'main', 'gamenya']","['game', 'seru', 'banget', 'energi', 'iya', 'cepat', 'biar', 'cepat', 'selesai', 'misi', 'main', 'gamenya']"
Pengguna Google,Bagus....seru...,5,2019-08-22 09:23:39,Bagusseru,bagusseru,['bagusseru'],"['bagus', 'seru']","['bagus', 'seru']","['bagus', 'seru']","['bagus', 'seru']"
Pengguna Google,seru game nyaa,5,2019-08-21 06:28:27,seru game nyaa,seru game nyaa,"['seru', 'game', 'nyaa']","['seru', 'game', 'nya']","['seru', 'game']","['seru', 'game']","['seru', 'game']"
Pengguna Google,like it,4,2019-08-20 07:28:24,like it,like it,"['like', 'it']","['suka', 'itu']",['suka'],['suka'],['suka']
Pengguna Google,"I really love playing this game, I can't wait to play chapter 3. but when you will open chapter 3?? I already waiting for few days but there still said coming soon.",5,2019-08-19 08:26:38,I really love playing this game I cant wait to play chapter  but when you will open chapter  I already waiting for few days but there still said coming soon,i really love playing this game i cant wait to play chapter  but when you will open chapter  i already waiting for few days but there still said coming soon,"['i', 'really', 'love', 'playing', 'this', 'game', 'i', 'cant', 'wait', 'to', 'play', 'chapter', 'but', 'when', 'you', 'will', 'open', 'chapter', 'i', 'already', 'waiting', 'for', 'few', 'days', 'but', 'there', 'still', 'said', 'coming', 'soon']","['saya', 'sangat', 'cinta', 'bermain', 'ini', 'game', 'saya', 'tidak', 'bisa', 'tunggu', 'untuk', 'main', 'chapter', 'tapi', 'ketika', 'you', 'akan', 'buka', 'chapter', 'saya', 'sudah', 'menunggu', 'untuk', 'beberapa', 'hari-hari', 'tapi', 'sana', 'masih', 'berkata', 'datang', 'segera']","['cinta', 'bermain', 'game', 'tidak', 'tunggu', 'main', 'chapter', 'you', 'buka', 'chapter', 'menunggu', 'hari-hari']","['cinta', 'bermain', 'game', 'tidak_tunggu', 'main', 'chapter', 'you', 'buka', 'chapter', 'menunggu', 'hari-hari']","['cinta', 'main', 'game', 'tidak tunggu', 'main', 'chapter', 'you', 'buka', 'chapter', 'tunggu', 'hari']"
Pengguna Google,😁,3,2019-08-19 02:52:05,,,[],[],[],[],[]
Pengguna Google,kenapa harus pake energy sih? game nya bagus,3,2019-08-19 00:23:46,kenapa harus pake energy sih game nya bagus,kenapa harus pake energy sih game nya bagus,"['kenapa', 'harus', 'pake', 'energy', 'sih', 'game', 'nya', 'bagus']","['kenapa', 'harus', 'pakai', 'energi', 'sih', 'game', 'ya', 'bagus']","['pakai', 'energi', 'sih', 'game', 'bagus']","['pakai', 'energi', 'sih', 'game', 'bagus']","['pakai', 'energi', 'sih', 'game', 'bagus']"
Pengguna Google,aku sek penasaran....,3,2019-08-18 15:25:24,aku sek penasaran,aku sek penasaran,"['aku', 'sek', 'penasaran']","['aku', 'sek', 'penasaran']","['sek', 'penasaran']","['sek', 'penasaran']","['sek', 'penasaran']"
Pengguna Google,good,4,2019-08-17 17:23:13,good,good,['good'],['bagus'],['bagus'],['bagus'],['bagus']
Pengguna Google,"slah satu game terbaik yang tdak membosankan, hanya susah untuk mendapatkan energi",5,2019-08-16 05:37:15,slah satu game terbaik yang tdak membosankan hanya susah untuk mendapatkan energi,slah satu game terbaik yang tdak membosankan hanya susah untuk mendapatkan energi,"['slah', 'satu', 'game', 'terbaik', 'yang', 'tdak', 'membosankan', 'hanya', 'susah', 'untuk', 'mendapatkan', 'energi']","['salah', 'satu', 'game', 'terbaik', 'yang', 'tidak', 'membosankan', 'hanya', 'susah', 'untuk', 'mendapatkan', 'energi']","['salah', 'game', 'terbaik', 'tidak', 'membosankan', 'susah', 'energi']","['salah', 'game', 'terbaik', 'tidak_membosankan', 'susah', 'energi']","['salah', 'game', 'baik', 'tidak bosan', 'susah', 'energi']"
Pengguna Google,gambarnya bagus,5,2019-08-15 15:15:12,gambarnya bagus,gambarnya bagus,"['gambarnya', 'bagus']","['gambarnya', 'bagus']","['gambarnya', 'bagus']","['gambarnya', 'bagus']","['gambar', 'bagus']"
Pengguna Google,good,5,2019-08-15 15:14:32,good,good,['good'],['bagus'],['bagus'],['bagus'],['bagus']
Pengguna Google,"gamesnya sangat bagus, ceritanya menarik dan bisa mengasah otak dalam menyelesaikan sebuah kasus. penggambarannya perfect. dan saya menunggu chapter the widow dibuka.",5,2019-08-15 11:57:29,gamesnya sangat bagus ceritanya menarik dan bisa mengasah otak dalam menyelesaikan sebuah kasus penggambarannya perfect dan saya menunggu chapter the widow dibuka,gamesnya sangat bagus ceritanya menarik dan bisa mengasah otak dalam menyelesaikan sebuah kasus penggambarannya perfect dan saya menunggu chapter the widow dibuka,"['gamesnya', 'sangat', 'bagus', 'ceritanya', 'menarik', 'dan', 'bisa', 'mengasah', 'otak', 'dalam', 'menyelesaikan', 'sebuah', 'kasus', 'penggambarannya', 'perfect', 'dan', 'saya', 'menunggu', 'chapter', 'the', 'widow', 'dibuka']","['gamenya', 'sangat', 'bagus', 'ceritanya', 'menarik', 'dan', 'bisa', 'mengasah', 'otak', 'dalam', 'menyelesaikan', 'sebuah', 'kasus', 'penggambarannya', 'sempurna', 'dan', 'saya', 'menunggu', 'chapter', 'the', 'widow', 'dibuka']","['gamenya', 'bagus', 'ceritanya', 'menarik', 'mengasah', 'otak', 'menyelesaikan', 'penggambarannya', 'sempurna', 'menunggu', 'chapter', 'the', 'widow', 'dibuka']","['gamenya', 'bagus', 'ceritanya', 'menarik', 'mengasah', 'otak', 'menyelesaikan', 'penggambarannya', 'sempurna', 'menunggu', 'chapter', 'the', 'widow', 'dibuka']","['gamenya', 'bagus', 'cerita', 'tarik', 'asah', 'otak', 'selesai', 'gambar', 'sempurna', 'tunggu', 'chapter', 'the', 'widow', 'buka']"
Pengguna Google,good,5,2019-08-14 05:43:46,good,good,['good'],['bagus'],['bagus'],['bagus'],['bagus']
Pengguna Google,keren. game paling keren,5,2019-08-13 07:19:39,keren game paling keren,keren game paling keren,"['keren', 'game', 'paling', 'keren']","['keren', 'game', 'paling', 'keren']","['keren', 'game', 'keren']","['keren', 'game', 'keren']","['keren', 'game', 'keren']"
Pengguna Google,nice game...,5,2019-08-12 01:19:14,nice game,nice game,"['nice', 'game']","['bagus', 'game']","['bagus', 'game']","['bagus', 'game']","['bagus', 'game']"
Pengguna Google,👍👍,5,2019-08-10 05:17:54,,,[],[],[],[],[]
Pengguna Google,Missing links,4,2019-08-09 03:43:22,Missing links,missing links,"['missing', 'links']","['hilang', 'tautan']","['hilang', 'tautan']","['hilang', 'tautan']","['hilang', 'taut']"
Pengguna Google,"Game Matre , energy cepet bgt hbs dan full baru bisa 2 hari. harus beli energy dengan harga yg tdk murah, mau namatin nih game bisa habis berapa ratus bahkan mungkin sampai jutaan kali. Mending gua main mystery case di Komputer ga ada beli beli.",1,2019-08-09 03:08:07,Game Matre  energy cepet bgt hbs dan full baru bisa  hari harus beli energy dengan harga yg tdk murah mau namatin nih game bisa habis berapa ratus bahkan mungkin sampai jutaan kali Mending gua main mystery case di Komputer ga ada beli beli,game matre  energy cepet bgt hbs dan full baru bisa  hari harus beli energy dengan harga yg tdk murah mau namatin nih game bisa habis berapa ratus bahkan mungkin sampai jutaan kali mending gua main mystery case di komputer ga ada beli beli,"['game', 'matre', 'energy', 'cepet', 'bgt', 'hbs', 'dan', 'full', 'baru', 'bisa', 'hari', 'harus', 'beli', 'energy', 'dengan', 'harga', 'yg', 'tdk', 'murah', 'mau', 'namatin', 'nih', 'game', 'bisa', 'habis', 'berapa', 'ratus', 'bahkan', 'mungkin', 'sampai', 'jutaan', 'kali', 'mending', 'gua', 'main', 'mystery', 'case', 'di', 'komputer', 'ga', 'ada', 'beli', 'beli']","['game', 'matre', 'energi', 'cepat', 'banget', 'habis', 'dan', 'penuh', 'baru', 'bisa', 'hari', 'harus', 'beli', 'energi', 'dengan', 'harga', 'yang', 'tidak', 'murah', 'mau', 'namatin', 'nih', 'game', 'bisa', 'habis', 'berapa', 'ratus', 'bahkan', 'mungkin', 'sampai', 'jutaan', 'kali', 'lebih', 'baik', 'saya', 'main', 'misteri', 'kasus', 'di', 'komputer', 'tidak', 'ada', 'beli', 'beli']","['game', 'matre', 'energi', 'cepat', 'banget', 'habis', 'penuh', 'beli', 'energi', 'harga', 'tidak', 'murah', 'namatin', 'nih', 'game', 'habis', 'ratus', 'jutaan', 'main', 'misteri', 'komputer', 'tidak', 'beli', 'beli']","['game', 'matre', 'energi', 'cepat', 'banget', 'habis', 'penuh', 'beli', 'energi', 'harga', 'tidak_murah', 'namatin', 'nih', 'game', 'habis', 'ratus', 'jutaan', 'main', 'misteri', 'komputer', 'tidak_beli', 'beli']","['game', 'matre', 'energi', 'cepat', 'banget', 'habis', 'penuh', 'beli', 'energi', 'harga', 'tidak murah', 'namatin', 'nih', 'game', 'habis', 'ratus', 'juta', 'main', 'misteri', 'komputer', 'tidak beli', 'beli']"
Pengguna Google,mau tengok dulu permainan nya,3,2019-08-06 23:31:36,mau tengok dulu permainan nya,mau tengok dulu permainan nya,"['mau', 'tengok', 'dulu', 'permainan', 'nya']","['mau', 'lihat', 'dulu', 'permainan', 'ya']",['permainan'],['permainan'],['main']
Pengguna Google,"verry good game 💜, i liked 😍",5,2019-08-06 04:02:30,verry good game  i liked ,verry good game  i liked ,"['verry', 'good', 'game', 'i', 'liked']","['sangat', 'bagus', 'game', 'saya', 'disukai']","['bagus', 'game', 'disukai']","['bagus', 'game', 'disukai']","['bagus', 'game', 'suka']"
Pengguna Google,not recomended game,1,2019-08-04 08:55:18,not recomended game,not recomended game,"['not', 'recomended', 'game']","['tidak', 'direkomendasikan', 'game']","['tidak', 'direkomendasikan', 'game']","['tidak_direkomendasikan', 'game']","['tidak rekomendasi', 'game']"
Pengguna Google,Bagus,5,2019-08-04 04:34:24,Bagus,bagus,['bagus'],['bagus'],['bagus'],['bagus'],['bagus']
Pengguna Google,like it,5,2019-08-02 14:35:02,like it,like it,"['like', 'it']","['suka', 'itu']",['suka'],['suka'],['suka']
Pengguna Google,mengasah pikiran dan insting untuk berpikir good game,5,2019-08-01 12:20:29,mengasah pikiran dan insting untuk berpikir good game,mengasah pikiran dan insting untuk berpikir good game,"['mengasah', 'pikiran', 'dan', 'insting', 'untuk', 'berpikir', 'good', 'game']","['mengasah', 'pikiran', 'dan', 'insting', 'untuk', 'berpikir', 'bagus', 'game']","['mengasah', 'pikiran', 'insting', 'berpikir', 'bagus', 'game']","['mengasah', 'pikiran', 'insting', 'berpikir', 'bagus', 'game']","['asah', 'pikir', 'insting', 'pikir', 'bagus', 'game']"
Pengguna Google,😀,5,2019-08-01 03:41:44,,,[],[],[],[],[]
Pengguna Google,bagus buat melatih kesabaran.. cuman sayang tenaganya cepet habis,4,2019-07-31 16:39:11,bagus buat melatih kesabaran cuman sayang tenaganya cepet habis,bagus buat melatih kesabaran cuman sayang tenaganya cepet habis,"['bagus', 'buat', 'melatih', 'kesabaran', 'cuman', 'sayang', 'tenaganya', 'cepet', 'habis']","['bagus', 'buat', 'melatih', 'kesabaran', 'cuman', 'sayang', 'tenaganya', 'cepat', 'habis']","['bagus', 'melatih', 'kesabaran', 'cuman', 'sayang', 'tenaganya', 'cepat', 'habis']","['bagus', 'melatih', 'kesabaran', 'cuman', 'sayang', 'tenaganya', 'cepat', 'habis']","['bagus', 'latih', 'sabar', 'cuman', 'sayang', 'tenaga', 'cepat', 'habis']"
Pengguna Google,Nothink indonesia language,1,2019-07-31 15:14:40,Nothink indonesia language,nothink indonesia language,"['nothink', 'indonesia', 'language']","['tidak', 'berpikir', 'indonesia', 'bahasa']","['tidak', 'berpikir', 'indonesia', 'bahasa']","['tidak_berpikir', 'indonesia', 'bahasa']","['tidak pikir', 'indonesia', 'bahasa']"
Pengguna Google,"game yg sangat bagus banget.. gameplay, grafik, storyline, game detektif suka banget. cuma 1 yg kurang dan semua player stuju kyk nya. masalah energi yg cepat habis dan pengisian nya yg lama. tp overall mantap bgt",4,2019-07-31 14:06:49,game yg sangat bagus banget gameplay grafik storyline game detektif suka banget cuma  yg kurang dan semua player stuju kyk nya masalah energi yg cepat habis dan pengisian nya yg lama tp overall mantap bgt,game yg sangat bagus banget gameplay grafik storyline game detektif suka banget cuma  yg kurang dan semua player stuju kyk nya masalah energi yg cepat habis dan pengisian nya yg lama tp overall mantap bgt,"['game', 'yg', 'sangat', 'bagus', 'banget', 'gameplay', 'grafik', 'storyline', 'game', 'detektif', 'suka', 'banget', 'cuma', 'yg', 'kurang', 'dan', 'semua', 'player', 'stuju', 'kyk', 'nya', 'masalah', 'energi', 'yg', 'cepat', 'habis', 'dan', 'pengisian', 'nya', 'yg', 'lama', 'tp', 'overall', 'mantap', 'bgt']","['game', 'yang', 'sangat', 'bagus', 'banget', 'gameplay', 'grafik', 'alur', 'cerita', 'game', 'detektif', 'suka', 'banget', 'cuma', 'yang', 'kurang', 'dan', 'semua', 'pemain', 'setuju', 'seperti', 'ya', 'masalah', 'energi', 'yang', 'cepat', 'habis', 'dan', 'pengisian', 'ya', 'yang', 'lama', 'tapi', 'keseluruhan', 'mantap', 'banget']","['game', 'bagus', 'banget', 'gameplay', 'grafik', 'alur', 'cerita', 'game', 'detektif', 'suka', 'banget', 'pemain', 'setuju', 'energi', 'cepat', 'habis', 'pengisian', 'mantap', 'banget']","['game', 'bagus', 'banget', 'gameplay', 'grafik', 'alur', 'cerita', 'game', 'detektif', 'suka', 'banget', 'pemain', 'setuju', 'energi', 'cepat', 'habis', 'pengisian', 'mantap', 'banget']","['game', 'bagus', 'banget', 'gameplay', 'grafik', 'alur', 'cerita', 'game', 'detektif', 'suka', 'banget', 'main', 'tuju', 'energi', 'cepat', 'habis', 'isi', 'mantap', 'banget']"
Pengguna Google,Good game but please invite more energy in a minute,4,2019-07-30 08:48:48,Good game but please invite more energy in a minute,good game but please invite more energy in a minute,"['good', 'game', 'but', 'please', 'invite', 'more', 'energy', 'in', 'a', 'minute']","['bagus', 'game', 'tapi', 'tolong', 'undang', 'lebih', 'energi', 'di', 'dalam', 'a', 'menit']","['bagus', 'game', 'tolong', 'undang', 'energi', 'menit']","['bagus', 'game', 'tolong', 'undang', 'energi', 'menit']","['bagus', 'game', 'tolong', 'undang', 'energi', 'menit']"
Pengguna Google,"game murder in the alps seru, tapi banyak stop nya",4,2019-07-28 07:16:24,game murder in the alps seru tapi banyak stop nya,game murder in the alps seru tapi banyak stop nya,"['game', 'murder', 'in', 'the', 'alps', 'seru', 'tapi', 'banyak', 'stop', 'nya']","['game', 'pembunuhan', 'di', 'dalam', 'the', 'alps', 'seru', 'tapi', 'banyak', 'berhenti', 'ya']","['game', 'pembunuhan', 'the', 'alps', 'seru', 'berhenti']","['game', 'pembunuhan', 'the', 'alps', 'seru', 'berhenti']","['game', 'bunuh', 'the', 'alps', 'seru', 'henti']"
Pengguna Google,bagus banget tp tolong banyakkin energi mks,5,2019-07-28 02:01:30,bagus banget tp tolong banyakkin energi mks,bagus banget tp tolong banyakkin energi mks,"['bagus', 'banget', 'tp', 'tolong', 'banyakkin', 'energi', 'mks']","['bagus', 'banget', 'tapi', 'tolong', 'banyakin', 'energi', 'terima', 'kasih']","['bagus', 'banget', 'tolong', 'banyakin', 'energi', 'terima', 'kasih']","['bagus', 'banget', 'tolong', 'banyakin', 'energi', 'terima', 'kasih']","['bagus', 'banget', 'tolong', 'banyakin', 'energi', 'terima', 'kasih']"
Pengguna Google,game nya bagus,5,2019-07-27 07:52:17,game nya bagus,game nya bagus,"['game', 'nya', 'bagus']","['game', 'ya', 'bagus']","['game', 'bagus']","['game', 'bagus']","['game', 'bagus']"
Pengguna Google,amazing game... mahal energinya tapi.. tpi tetap seru.. dipercepat energinya gan,5,2019-07-26 15:15:43,amazing game mahal energinya tapi tpi tetap seru dipercepat energinya gan,amazing game mahal energinya tapi tpi tetap seru dipercepat energinya gan,"['amazing', 'game', 'mahal', 'energinya', 'tapi', 'tpi', 'tetap', 'seru', 'dipercepat', 'energinya', 'gan']","['menakjubkan', 'game', 'mahal', 'energinya', 'tapi', 'tapi', 'tetap', 'seru', 'dipercepat', 'energinya', 'gan']","['menakjubkan', 'game', 'mahal', 'energinya', 'seru', 'dipercepat', 'energinya', 'gan']","['menakjubkan', 'game', 'mahal', 'energinya', 'seru', 'dipercepat', 'energinya', 'gan']","['takjub', 'game', 'mahal', 'energi', 'seru', 'cepat', 'energi', 'gan']"
Pengguna Google,Amazing game,5,2019-07-25 10:49:59,Amazing game,amazing game,"['amazing', 'game']","['menakjubkan', 'game']","['menakjubkan', 'game']","['menakjubkan', 'game']","['takjub', 'game']"
Pengguna Google,the good game!!! i like this game,4,2019-07-22 13:20:25,the good game i like this game,the good game i like this game,"['the', 'good', 'game', 'i', 'like', 'this', 'game']","['the', 'bagus', 'game', 'saya', 'suka', 'ini', 'game']","['the', 'bagus', 'game', 'suka', 'game']","['the', 'bagus', 'game', 'suka', 'game']","['the', 'bagus', 'game', 'suka', 'game']"
Pengguna Google,energy nya buat dongkol anjay,4,2019-07-22 11:48:47,energy nya buat dongkol anjay,energy nya buat dongkol anjay,"['energy', 'nya', 'buat', 'dongkol', 'anjay']","['energi', 'ya', 'buat', 'dongkol', 'anjay']","['energi', 'dongkol', 'anjay']","['energi', 'dongkol', 'anjay']","['energi', 'dongkol', 'anjay']"
Pengguna Google,i really love this game. the best detective game i ever played. only one problem is hard to get energy. please fix it.,4,2019-07-22 08:04:04,i really love this game the best detective game i ever played only one problem is hard to get energy please fix it,i really love this game the best detective game i ever played only one problem is hard to get energy please fix it,"['i', 'really', 'love', 'this', 'game', 'the', 'best', 'detective', 'game', 'i', 'ever', 'played', 'only', 'one', 'problem', 'is', 'hard', 'to', 'get', 'energy', 'please', 'fix', 'it']","['saya', 'sangat', 'cinta', 'ini', 'game', 'the', 'terbaik', 'detektif', 'game', 'saya', 'pernah', 'dimainkan', 'hanya', 'satu', 'masalah', 'adalah', 'sulit', 'untuk', 'dapat', 'energi', 'tolong', 'perbaiki', 'itu']","['cinta', 'game', 'the', 'terbaik', 'detektif', 'game', 'dimainkan', 'sulit', 'energi', 'tolong', 'perbaiki']","['cinta', 'game', 'the', 'terbaik', 'detektif', 'game', 'dimainkan', 'sulit', 'energi', 'tolong', 'perbaiki']","['cinta', 'game', 'the', 'baik', 'detektif', 'game', 'main', 'sulit', 'energi', 'tolong', 'baik']"
Pengguna Google,ok,5,2019-07-19 15:12:04,ok,ok,['ok'],['ok'],['ok'],['ok'],['ok']
Pengguna Google,"gane yang sama kayak dulu di mainin di laptop,coba dulu deh kl asyeek tambah bintang😊",3,2019-07-18 04:21:30,gane yang sama kayak dulu di mainin di laptopcoba dulu deh kl asyeek tambah bintang,gane yang sama kayak dulu di mainin di laptopcoba dulu deh kl asyeek tambah bintang,"['gane', 'yang', 'sama', 'kayak', 'dulu', 'di', 'mainin', 'di', 'laptopcoba', 'dulu', 'deh', 'kl', 'asyeek', 'tambah', 'bintang']","['game', 'yang', 'sama', 'seperti', 'dulu', 'di', 'mainin', 'di', 'laptop', 'coba', 'dulu', 'deh', 'kalau', 'asyik', 'tambah', 'bintang']","['game', 'mainin', 'laptop', 'coba', 'deh', 'asyik', 'bintang']","['game', 'mainin', 'laptop', 'coba', 'deh', 'asyik', 'bintang']","['game', 'mainin', 'laptop', 'coba', 'deh', 'asyik', 'bintang']"
Pengguna Google,sangat menarik,5,2019-07-17 03:04:12,sangat menarik,sangat menarik,"['sangat', 'menarik']","['sangat', 'menarik']",['menarik'],['menarik'],['tarik']
Pengguna Google,"Game yang sangat bagus! Bagi kalian yg ingin game dengan story line yg bagus, gafik apik, game ini cocok untuk kalian! pastikan Ram dan Rom kalian cukup yaa agar tdk ada kendala saat bermain. kelemahannya energi yg cepet hbs itu benar! tp tak apa, krn game ini ga buat kita terus2an main game mulu dan jadi selingan saja.",5,2019-07-15 12:15:50,Game yang sangat bagus Bagi kalian yg ingin game dengan story line yg bagus gafik apik game ini cocok untuk kalian pastikan Ram dan Rom kalian cukup yaa agar tdk ada kendala saat bermain kelemahannya energi yg cepet hbs itu benar tp tak apa krn game ini ga buat kita terusan main game mulu dan jadi selingan saja,game yang sangat bagus bagi kalian yg ingin game dengan story line yg bagus gafik apik game ini cocok untuk kalian pastikan ram dan rom kalian cukup yaa agar tdk ada kendala saat bermain kelemahannya energi yg cepet hbs itu benar tp tak apa krn game ini ga buat kita terusan main game mulu dan jadi selingan saja,"['game', 'yang', 'sangat', 'bagus', 'bagi', 'kalian', 'yg', 'ingin', 'game', 'dengan', 'story', 'line', 'yg', 'bagus', 'gafik', 'apik', 'game', 'ini', 'cocok', 'untuk', 'kalian', 'pastikan', 'ram', 'dan', 'rom', 'kalian', 'cukup', 'yaa', 'agar', 'tdk', 'ada', 'kendala', 'saat', 'bermain', 'kelemahannya', 'energi', 'yg', 'cepet', 'hbs', 'itu', 'benar', 'tp', 'tak', 'apa', 'krn', 'game', 'ini', 'ga', 'buat', 'kita', 'terusan', 'main', 'game', 'mulu', 'dan', 'jadi', 'selingan', 'saja']","['game', 'yang', 'sangat', 'bagus', 'bagi', 'kalian', 'yang', 'ingin', 'game', 'dengan', 'cerita', 'garis', 'yang', 'bagus', 'grafik', 'apik', 'game', 'ini', 'cocok', 'untuk', 'kalian', 'pastikan', 'ram', 'dan', 'rom', 'kalian', 'cukup', 'ya', 'agar', 'tidak', 'ada', 'kendala', 'saat', 'bermain', 'kelemahannya', 'energi', 'yang', 'cepat', 'habis', 'itu', 'benar', 'tapi', 'tidak', 'apa', 'karena', 'game', 'ini', 'tidak', 'buat', 'kita', 'terusan', 'main', 'game', 'melulu', 'dan', 'jadi', 'selingan', 'saja']","['game', 'bagus', 'game', 'cerita', 'garis', 'bagus', 'grafik', 'apik', 'game', 'cocok', 'pastikan', 'ram', 'rom', 'tidak', 'kendala', 'bermain', 'kelemahannya', 'energi', 'cepat', 'habis', 'tidak', 'game', 'tidak', 'terusan', 'main', 'game', 'melulu', 'selingan']","['game', 'bagus', 'game', 'cerita', 'garis', 'bagus', 'grafik', 'apik', 'game', 'cocok', 'pastikan', 'ram', 'rom', 'tidak_kendala', 'bermain', 'kelemahannya', 'energi', 'cepat', 'habis', 'tidak_game', 'tidak_terusan', 'main', 'game', 'melulu', 'selingan']","['game', 'bagus', 'game', 'cerita', 'garis', 'bagus', 'grafik', 'apik', 'game', 'cocok', 'pasti', 'ram', 'rom', 'tidak kendala', 'main', 'lemah', 'energi', 'cepat', 'habis', 'tidak game', 'tidak terus', 'main', 'game', 'melulu', 'seling']"
Pengguna Google,Good,5,2019-07-14 10:49:34,Good,good,['good'],['bagus'],['bagus'],['bagus'],['bagus']
Pengguna Google,keren 👍,5,2019-07-14 08:17:14,keren ,keren ,['keren'],['keren'],['keren'],['keren'],['keren']
Pengguna Google,apakah chapter 2 exiled dead sudah terbuka? karna saya hapus game ini jdi ga tau pembaruannya..jika sudah terbuka saya mau kok download lagi..,3,2019-07-13 15:39:43,apakah chapter  exiled dead sudah terbuka karna saya hapus game ini jdi ga tau pembaruannyajika sudah terbuka saya mau kok download lagi,apakah chapter  exiled dead sudah terbuka karna saya hapus game ini jdi ga tau pembaruannyajika sudah terbuka saya mau kok download lagi,"['apakah', 'chapter', 'exiled', 'dead', 'sudah', 'terbuka', 'karna', 'saya', 'hapus', 'game', 'ini', 'jdi', 'ga', 'tau', 'pembaruannyajika', 'sudah', 'terbuka', 'saya', 'mau', 'kok', 'download', 'lagi']","['apakah', 'chapter', 'terbuang', 'mati', 'sudah', 'terbuka', 'karena', 'saya', 'hapus', 'game', 'ini', 'jadi', 'tidak', 'tahu', 'pembaruannya', 'jika', 'sudah', 'terbuka', 'saya', 'mau', 'kok', 'unduh', 'lagi']","['chapter', 'terbuang', 'mati', 'terbuka', 'hapus', 'game', 'tidak', 'pembaruannya', 'terbuka', 'unduh']","['chapter', 'terbuang', 'mati', 'terbuka', 'hapus', 'game', 'tidak_pembaruannya', 'terbuka', 'unduh']","['chapter', 'buang', 'mati', 'buka', 'hapus', 'game', 'tidak baru', 'buka', 'unduh']"
